"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,"Distance mi","Area mi","# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
114553,"San Luis Obispo County, CA, USA","California, USA","United States","35.370748402519, -120.86476165659",land,,2020-02-08,"Environmental Center of San Luis Obispo",71,17,88,95,1,0,15,10,55,12,22,28,,56,85,438,10,16,14,3,8,210,18,34,8,,,3,12,3,,,7,11,2,,,,,38,,,,,2,,2,,1,4,,2,3,26,13,,122,10,,16,2,5,,,,27,119,539,1996
116079,"San Luis Obispo County, CA, USA","California, USA","United States","35.185270044811, -120.70322944626",land,,2020-02-26,"Environmental Center of San Luis Obispo",20,,20,28,1,0,6,6,18,14,12,5,,7,19,44,,10,8,1,3,96,9,9,,,,,8,,,,2,1,,,,,,3,,,,,,,2,,,,,,,,2,,4,1,,14,,,,,,9,7,139,453
117754,"San Luis Obispo County, CA, USA","California, USA","United States","35.123299255769, -120.63353226661",land,,2020-03-12,"Keep By The Sea",1,8,9,2.4,0.25,0,,,,,,,,,,17,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,43
123307,"San Luis Obispo County, CA, USA","California, USA","United States","35.25417, -120.69527",land,,2020-06-03,,1,,1,0.28,0.0078,0,,1,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,10
126332,"San Luis Obispo County, CA, USA","California, USA","United States","35.40455, -120.86469",land,,2020-08-01,,1,,1,2.98,0.0041,0,,2,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,14
126353,"San Luis Obispo County, CA, USA","California, USA","United States","35.15086, -120.52851",land,,2020-08-02,,2,,2,6.11,6.8423,0,,,,1,2,2,,,3,26,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,4,,,3,98
126425,"San Luis Obispo County, CA, USA","California, USA","United States","35.27817, -120.66203",land,,2020-08-02,,1,,1,1.25,0.0847,0,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,1,,,,,,6
126645,"San Luis Obispo County, CA, USA","California, USA","United States","35.10623, -120.62664",land,,2020-08-09,,2,,2,8.65,0.4305,0,,7,,4,4,3,,,2,30,,,,,,63,5,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,29,,4,,,1,156
126784,"San Luis Obispo County, CA, USA","California, USA","United States","35.25502, -120.69525",land,,2020-08-10,,1,,1,0.63,0.0018,0,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,5
126971,"San Luis Obispo County, CA, USA","California, USA","United States","35.39507, -120.85809",land,,2020-08-13,"The Morro Bay Bees",1,,1,0.83,0,0,,,,,,1,,,,3,,,,,,2,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,2,,,5,16
