"","id","title","date","type","chapter_name","chapter_state","chapter_type","number_volunteers","total_weight","area_cleaned","cleanup_duration","location_name","location_country","location_state","cigarette_butts_number_837","plastic_bottles_beverage_number_822","plastic_bags_shopping_grocery_number_820","plastic_straws_number_832","plastic_forks_knives_spoons_number_827","plastic_cups_number_825","foam_cups_number_824","foam_take_out_food_containers_number_834","plastic_lids_yogurt_lids_coffee_lids_etc_number_829","plastic_food_wrappers_candy_chip_bags_etc_number_826","balloons_number_889","disinfectant_wipes_number_2216","latex_gloves_number_2217","single_use_mask_with_filter_number_2218","reusable_cloth_mask_number_2219","reusable_gloves_number_2220","single_use_surgical_mask_number_2221","foam_fragments_larger_than_a_dime_number_1840","foam_fragments_smaller_than_a_dime_number_842","plastic_fragments_larger_than_a_dime_number_1841","plastic_fragments_smaller_than_a_dime_number_843","nurdles_small_pre_production_plastic_pellets_number_844","x6_pack_holders_number_819","plastic_bags_other_zip_lock_trash_etc_number_821","plastic_bottle_caps_rings_number_823","juice_boxes_number_828","plates_foam_number_830","plates_plastic_number_831","plastic_stirrers_number_833","take_out_food_containers_plastic_number_835","plastic_cigarette_lighters_number_838","plastic_cigar_tips_number_839","plastic_tobacco_packaging_wrap_number_840","vape_cartridges_number_2452","single_use_weed_containers_number_2453","diapers_number_846","syringes_number_847","tampons_tampon_applicators_number_848","toothbrushes_number_849","toothpicks_floss_number_850","bait_bags_containers_number_852","buoys_floats_number_853","large_foam_pieces_number_2454","fishing_line_1_yard_1_piece_number_854","hooks_sinkers_lures_number_855","light_sticks_number_856","nets_number_857","pots_and_traps_number_858","rope_1_yard_1_piece_number_859","plastic_bottles_non_beverage_like_bleach_cleaners_oil_etc_number_862","foam_coolers_number_863","shotgun_wads_number_2455","plastic_film_wrapper_non_food_or_unknown_number_864","zip_ties_number_865","dog_poop_bags_number_2456","other_plastic_items_number_1907","paper_bags_number_867","paper_cigarette_boxes_number_868","paper_cups_number_869","paper_wood_fragments_pieces_number_870","paper_napkins_number_871","paper_plates_number_872","paper_straws_number_873","paper_take_out_food_containers_number_874","treated_wood_i_e_pallets_not_driftwood_number_875","wood_coffee_drink_stirrers_number_876","other_paper_wood_items_number_877","metal_bottle_caps_number_879","aluminum_cans_beverage_number_880","cans_other_metal_number_881","metal_fragments_number_882","other_metal_items_number_883","glass_bottles_beverage_number_885","glass_fragments_number_886","other_glass_items_number_887","condoms_number_890","tires_number_891","other_rubber_latex_items_number_892","fireworks_number_894","tarps_number_895","other_items_number_1908","date_of_record","chapter_cid","lat","long","total_items"
"35",5153,"Cleanup on 11/04/2020 at Pirates Cove by San Luis Obispo",2020-11-04,"Land","San Luis Obispo","CA","Chapter",1,5,NA,1.5,"Pirates Cove","US","CA",40,15,3,2,0,10,0,0,10,20,0,5,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,35.175,-120.7152,118
"36",5285,"Cleanup on 11/21/2020 at Pismo Beach Pier by San Luis Obispo",2020-11-21,"Land","San Luis Obispo","CA","Chapter",1,1.14,0.5,1,"Pismo Beach Pier","US","CA",13,3,0,5,2,2,0,0,3,11,0,0,0,0,0,0,0,1,3,20,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,4,0,3,0,0,0,7,1,0,1,0,0,0,0,0,0,0,2,0,0,3,NA,NA,35.138888888889,-120.64333333333,108
"37",5356,"Cleanup on 12/06/2020 at Avila Beach by San Luis Obispo",2020-12-06,"Land","San Luis Obispo","CA","Chapter",3,5,1,1.35,"Avila Beach","US","CA",22,0,0,6,3,1,0,0,3,52,1,1,0,0,0,0,0,5,9,33,35,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,16,5,0,1,1,0,0,2,0,1,1,0,0,0,25,0,0,0,0,0,1,0,NA,NA,35.179166666667,-120.73666666667,243
"38",5359,"Cleanup on 12/08/2020 at Avila Beach by San Luis Obispo",2020-12-08,"Land","San Luis Obispo","CA","Chapter",1,3,1,1,"Avila Beach","US","CA",5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,1,1,0,0,0,1,2,0,0,0,1,0,0,30,NA,NA,35.179166666667,-120.73666666667,134
"39",5373,"Cleanup on 12/09/2020 at Avila Beach by San Luis Obispo",2020-12-09,"Land","San Luis Obispo","CA","Chapter",1,1,1,1,"Avila Beach","US","CA",10,2,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,4,2,10,3,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.179166666667,-120.73666666667,77
"40",5618,"Cleanup on 02/06/2021 at Pismo Beach by Unaffiliated with a Surfrider Chapter/Club",2021-02-06,"Land","Unaffiliated with a Surfrider Chapter/Club",NA,NA,2,15,NA,2,"Pismo Beach","US","CA",2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,10,5,0,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA,NA,35.138267,-120.64188,96
"41",5634,"Cleanup on 02/12/2021 at Pismo Beach by Unaffiliated with a Surfrider Chapter/Club",2021-02-12,"Land","Unaffiliated with a Surfrider Chapter/Club",NA,NA,1,4,NA,2,"Pismo Beach","US","CA",35,0,1,3,2,0,0,0,3,0,0,0,0,0,2,0,0,2,4,5,5,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,3,5,0,0,0,0,0,10,0,0,0,3,0,0,15,0,0,0,0,0,0,3,NA,NA,35.138267,-120.64188,117
"42",5641,"Cleanup on 02/13/2021 at Pismo Beach by Unaffiliated with a Surfrider Chapter/Club",2021-02-13,"Land","Unaffiliated with a Surfrider Chapter/Club",NA,NA,2,20,NA,2,"Pismo Beach","US","CA",8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,10,10,10,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,NA,NA,35.138267,-120.64188,67
"43",5650,"Cleanup on 02/14/2021 at Pismo Beach by Unaffiliated with a Surfrider Chapter/Club",2021-02-14,"Land","Unaffiliated with a Surfrider Chapter/Club",NA,NA,2,6,NA,2,"Pismo Beach","US","CA",5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,NA,NA,35.138267,-120.64188,38
"44",6086,"Cleanup on 05/31/2021 at Avila Beach by San Luis Obispo",2021-05-31,"Land","San Luis Obispo","CA","Chapter",32,225,0.8,2.5,"Avila Beach","US","CA",57,30,15,43,16,15,9,10,23,160,0,1,0,4,1,0,17,25,16,93,62,0,2,16,51,0,0,2,2,6,2,7,0,0,0,1,0,0,0,2,4,1,0,0,1,0,2,0,7,0,1,0,12,0,1,21,4,2,0,37,87,6,1,3,1,2,12,9,8,5,6,5,8,4,0,0,0,9,0,1,18,NA,NA,35.179166666667,-120.73666666667,966
"45",6375,"Cleanup on 08/07/2021 at South Palisades Park by San Diego",2021-08-07,"Land","San Diego","CA","Chapter",30,5,1,1,"South Palisades Park","US","CA",30,7,1,9,3,0,0,0,21,18,0,0,0,0,0,0,0,3,0,100,0,0,0,0,15,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.16851116,-120.6961441,251
"46",6541,"Cleanup on 09/18/2021 at Surf Beach by San Luis Obispo",2021-09-18,"Land","San Luis Obispo","CA","Chapter",1,2.5,NA,0.75,"Surf Beach","US","CA",27,4,0,2,0,2,1,0,2,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,4,0,0,0,0,0,0,3,0,2,0,2,2,0,1,0,0,0,0,0,0,7,NA,NA,34.685243807985,-120.606199543456,86
"47",8915,"Cleanup on 11/06/2021 at Morro Rock by California Polytechnic State University",2021-11-06,"Land","California Polytechnic State University","CA","Club",4,2,NA,1,"Morro Rock","US","CA",18,3,2,2,1,0,1,0,0,14,0,0,0,0,0,0,0,4,10,14,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.371666666667,-120.86444444444,85
"48",6962,"Cleanup on 12/03/2021 at Pismo Beach by California Polytechnic State University",2021-12-03,"Land","California Polytechnic State University","CA","Club",1,5,NA,2,"Pismo Beach","US","CA",30,8,6,4,3,5,2,2,1,15,0,0,0,0,1,0,1,10,0,30,10,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.138267,-120.64188,144
"49",7991,"Cleanup on 03/11/2022 at Grover Beach by California Polytechnic State University",2022-03-11,"Land","California Polytechnic State University","CA","Club",20,2,NA,1,"Grover Beach","US","CA",40,3,5,11,1,4,0,0,4,26,0,0,0,0,0,0,2,1,1,15,15,0,0,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,17,1,0,2,1,9,0,2,0,2,0,0,1,1,1,0,0,0,3,1,0,5,NA,NA,35.121611,-120.621306,202
"50",7993,"Cleanup on 03/13/2022 at Morro Strand State Beach by California Polytechnic State University",2022-03-13,"Land","California Polytechnic State University","CA","Club",15,1,NA,1,"Morro Strand State Beach","US","CA",15,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,4,1,1,0,0,1,0,0,0,0,0,1,0,1,3,2,0,0,2,0,0,0,0,0,0,3,NA,NA,35.403333333333,-120.86888888889,54
"51",7994,"Cleanup on 04/30/2022 at Morro Strand State Beach by California Polytechnic State University",2022-04-30,"Land","California Polytechnic State University","CA","Club",25,4,NA,1,"Morro Strand State Beach","US","CA",21,1,4,3,0,4,0,0,0,6,0,0,0,0,0,0,1,23,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,4,0,0,0,NA,NA,35.403333333333,-120.86888888889,121
"52",7995,"Cleanup on 05/01/2022 at Grover Beach by California Polytechnic State University",2022-05-01,"Land","California Polytechnic State University","CA","Club",30,5,NA,1.5,"Grover Beach","US","CA",20,5,3,0,0,2,0,0,0,29,0,0,0,0,0,0,2,41,20,52,6,3,0,3,16,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,0,7,0,1,4,0,0,3,0,2,2,2,0,0,0,12,9,5,0,0,3,0,0,8,0,0,3,1,0,0,NA,NA,35.121611,-120.621306,284
"53",7996,"Cleanup on 05/21/2022 at Morro Strand State Beach by California Polytechnic State University",2022-05-21,"Land","California Polytechnic State University","CA","Club",12,2,NA,1,"Morro Strand State Beach","US","CA",8,0,2,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,15,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,4,0,1,0,2,0,0,0,2,0,0,1,0,0,0,NA,NA,35.403333333333,-120.86888888889,80
"54",8919,"Cleanup on 09/24/2022 at Grover Beach by California Polytechnic State University",2022-09-24,"Land","California Polytechnic State University","CA","Club",30,9,NA,1,"Grover Beach","US","CA",21,6,8,8,1,0,0,0,0,50,0,1,0,0,0,0,0,10,32,5,9,0,0,8,6,0,0,1,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,5,0,2,0,3,1,0,3,1,0,33,1,3,0,3,1,4,10,0,0,0,0,1,0,8,NA,NA,35.121611,-120.621306,260
"55",8914,"Cleanup on 10/08/2022 at Morro Strand State Beach by California Polytechnic State University",2022-10-08,"Land","California Polytechnic State University","CA","Club",20,6,NA,1,"Morro Strand State Beach","US","CA",46,4,2,4,0,0,0,0,1,32,0,0,0,0,0,0,0,5,2,8,3,0,0,13,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,41,2,0,22,5,0,0,14,19,0,1,0,0,0,4,10,5,1,2,1,3,2,0,0,0,5,0,0,26,NA,NA,35.403333333333,-120.86888888889,302
"56",8297,"Cleanup on 10/31/2022 at Pismo Beach by San Luis Obispo",2022-10-31,"Land","San Luis Obispo","CA","Chapter",2,2,5,2,"Pismo Beach","US","CA",2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.138267,-120.64188,10
"57",8298,"Cleanup on 11/01/2022 at Pismo Beach by San Luis Obispo",2022-11-01,"Land","San Luis Obispo","CA","Chapter",1,1,8,6,"Pismo Beach","US","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.138267,-120.64188,13
"58",8983,"Cleanup on 11/05/2022 at Morro Rock by California Polytechnic State University",2022-11-05,"Land","California Polytechnic State University","CA","Club",15,4,NA,1,"Morro Rock","US","CA",8,1,0,2,0,0,0,0,2,10,0,0,0,0,0,0,0,1,1,14,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,NA,NA,35.371666666667,-120.86444444444,77
"59",8917,"Cleanup on 11/12/2022 at Pirate's Cove by California Polytechnic State University",2022-11-12,"Land","California Polytechnic State University","CA","Club",25,5,NA,1,"Pirate's Cove","US","CA",115,11,0,3,1,1,0,0,9,25,0,0,0,0,0,0,0,0,1,11,17,0,0,7,7,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,6,45,0,0,3,0,0,1,41,15,14,12,0,66,72,0,3,0,2,0,0,0,NA,NA,35.176111111111,-120.71583333333,499
"60",8916,"Cleanup on 11/13/2022 at Grover Beach by California Polytechnic State University",2022-11-13,"Land","California Polytechnic State University","CA","Club",15,7,NA,1,"Grover Beach","US","CA",17,8,9,2,1,1,3,0,4,12,1,3,0,0,0,0,1,5,1,29,30,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,35.121611,-120.621306,169
"61",8918,"Cleanup on 12/04/2022 at Morro Rock by California Polytechnic State University",2022-12-04,"Land","California Polytechnic State University","CA","Club",15,5,NA,1,"Morro Rock","US","CA",6,0,1,1,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,6,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,NA,NA,35.371666666667,-120.86444444444,59
"62",8985,"Cleanup on 01/28/2023 at Morro Strand State Beach by California Polytechnic State University",2023-01-28,"Land","California Polytechnic State University","CA","Club",20,8,NA,1,"Morro Strand State Beach","US","CA",57,10,3,10,2,7,1,1,7,38,5,0,0,0,0,0,0,9,4,36,27,0,1,2,20,0,4,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,2,0,7,0,3,8,7,0,0,0,0,0,4,7,4,4,9,4,2,1,0,0,0,8,0,0,8,NA,NA,35.403333333333,-120.86888888889,349
"63",8984,"Cleanup on 02/04/2023 at Avila Beach by California Polytechnic State University",2023-02-04,"Land","California Polytechnic State University","CA","Club",11,7.2,NA,1,"Avila Beach","US","CA",15,1,2,1,2,1,0,0,1,27,0,0,0,0,0,0,0,160,32,70,38,0,1,1,9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,NA,NA,35.179166666667,-120.73666666667,376
"64",9055,"Cleanup on 02/05/2023 at Pirate's Cove by California Polytechnic State University",2023-02-05,"Land","California Polytechnic State University","CA","Club",30,56.8,NA,1.5,"Pirate's Cove","US","CA",87,23,13,4,1,11,2,0,5,57,0,0,0,0,0,0,0,156,32,70,0,0,1,4,19,1,0,0,1,0,2,4,0,0,0,0,1,1,0,1,0,0,0,3,1,0,0,0,0,6,0,0,12,0,0,22,7,0,0,18,16,1,2,1,0,0,22,48,28,7,14,1,32,44,0,0,0,1,0,0,0,NA,NA,35.176111111111,-120.71583333333,782
"65",9120,"Cleanup on 02/26/2023 at Morro Rock by California Polytechnic State University",2023-02-26,"Land","California Polytechnic State University","CA","Club",8,9.08,NA,1,"Morro Rock","US","CA",2,2,5,5,0,0,1,0,0,12,0,0,0,0,0,0,1,5,2,35,10,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,0,1,1,1,0,0,0,1,9,0,0,0,2,0,0,0,NA,NA,35.371666666667,-120.86444444444,108
"66",9121,"Cleanup on 03/12/2023 at Morro Rock by California Polytechnic State University",2023-03-12,"Land","California Polytechnic State University","CA","Club",34,329.53,NA,1,"Morro Rock","US","CA",17,3,5,4,6,3,7,6,0,18,0,0,0,0,0,0,0,66,84,79,35,0,0,4,13,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,15,3,0,0,0,6,0,0,0,3,4,0,2,1,0,0,22,1,0,0,0,14,0,0,2,3,1,5,0,10,22,5,0,2,5,0,0,2,NA,NA,35.371666666667,-120.86444444444,484
"67",9348,"Cleanup on 04/30/2023 at Morro Rock by California Polytechnic State University",2023-04-30,"Land","California Polytechnic State University","CA","Club",40,9.98,NA,1,"Morro Rock","US","CA",32,10,3,9,4,6,1,0,21,68,0,5,0,0,0,3,2,2,7,41,31,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,2,16,0,0,1,0,0,4,0,2,0,2,1,0,0,0,0,0,0,0,0,2,NA,NA,35.371666666667,-120.86444444444,292
"68",9679,"Cleanup on 05/28/2023 at Morro Rock by California Polytechnic State University",2023-05-28,"Land","California Polytechnic State University","CA","Club",9,7.9,NA,1,"Morro Rock","US","CA",1,3,1,5,1,1,0,0,0,17,0,1,0,1,0,0,0,1,0,18,4,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,NA,10004,35.371666666667,-120.86444444444,83
"69",9945,"Cleanup on 09/16/2023 at Morro Rock by California Polytechnic State University",2023-09-16,"Land","California Polytechnic State University","CA","Club",70,9.92,NA,2,"Morro Rock","US","CA",29,5,14,14,2,1,1,1,8,46,0,0,3,0,0,1,1,6,13,33,28,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,2,0,0,1,1,0,0,0,1,0,0,3,4,0,0,0,5,14,0,0,0,0,0,0,1,NA,10004,35.371666666667,-120.86444444444,256
