"...1","id","title","date","group_name","people","total_weight","area_cleaned","cleanup_duration","location","lat","long","total_items","plastic","glass","metal","cloth","mixed","paper_wood","dumping","eating.drinking","fishing","personal.hygiene","recreation","smoking","various","construction","clothing_fabric","miscellaneous","paper_wood_products","tires","six_pack_holders","bags_plastic","bags_paper","beverage_containers","bottle_caps","bottles","cans","container_closures","foodware","straws_stirrers","takeout_food_containers_plastic","takeout_food_containers_paper","utensils","wrappers","buoys_pots_traps_floats","fishing_gear","fishing_lines","fishing_net_and_rope","diapers","personal_care_products","ppe","syringes","tampons_applicators","balloons","fireworks","shotgun_wads_shells","packaging_and_other_smoking","cigar_tips","cigarette_butts","e_cigarettes","lighter","glass_fragments","metal_fragments","packaging","plastic_fragments","source","adults","children","distance_cleaned","number_of_bags","site_length","total_weight_kg"
61,8918,"Cleanup on 12/04/2022 at Morro Rock by California Polytechnic State University",2022-12-04,"California Polytechnic State University",15,5,NA,1,"Morro Rock",35.371666666667,-120.86444444444,59,49,3,1,0,0,6,1,21,1,0,0,6,30,0,0,0,4,0,0,1,0,0,1,0,0,1,3,6,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,18,"surfrider",NA,NA,NA,NA,NA,NA
62,8985,"Cleanup on 01/28/2023 at Morro Strand State Beach by California Polytechnic State University",2023-01-28,"California Polytechnic State University",20,8,NA,1,"Morro Strand State Beach",35.403333333333,-120.86888888889,349,281,3,28,0,8,29,0,137,3,0,7,74,127,0,0,10,12,0,1,5,7,0,27,15,8,7,22,11,1,0,2,40,0,0,3,0,0,0,0,0,0,5,0,0,1,17,57,0,0,1,13,0,84,"surfrider",NA,NA,NA,NA,NA,NA
63,8984,"Cleanup on 02/04/2023 at Avila Beach by California Polytechnic State University",2023-02-04,"California Polytechnic State University",11,7.2,NA,1,"Avila Beach",35.179166666667,-120.73666666667,376,367,4,3,0,1,1,0,49,0,1,0,16,310,0,0,0,1,0,1,3,0,1,9,2,2,1,1,2,0,0,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,1,4,1,0,302,"surfrider",NA,NA,NA,NA,NA,NA
64,9055,"Cleanup on 02/05/2023 at Pirate's Cove by California Polytechnic State University",2023-02-05,"California Polytechnic State University",30,56.8,NA,1.5,"Pirate's Cove",35.176111111111,-120.71583333333,782,538,76,98,0,3,67,0,277,4,3,0,93,405,0,0,0,40,0,1,17,7,1,67,61,35,5,30,7,0,1,1,69,0,1,3,0,0,1,0,1,1,0,0,0,0,4,87,0,2,44,15,0,281,"surfrider",NA,NA,NA,NA,NA,NA
65,9120,"Cleanup on 02/26/2023 at Morro Rock by California Polytechnic State University",2023-02-26,"California Polytechnic State University",8,9.08,NA,1,"Morro Rock",35.371666666667,-120.86444444444,108,87,10,2,0,2,7,1,38,1,1,0,2,65,0,0,0,2,0,0,5,0,0,1,3,1,0,4,9,1,2,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,9,0,0,54,"surfrider",NA,NA,NA,NA,NA,NA
66,9121,"Cleanup on 03/12/2023 at Morro Rock by California Polytechnic State University",2023-03-12,"California Polytechnic State University",34,329.53,NA,1,"Morro Rock",35.371666666667,-120.86444444444,484,393,37,11,0,5,38,16,88,25,2,0,18,335,0,0,2,36,2,0,9,1,0,15,13,4,0,13,4,6,0,6,21,0,4,15,6,0,1,0,1,0,0,0,0,0,1,17,0,0,27,5,4,271,"surfrider",NA,NA,NA,NA,NA,NA
67,9348,"Cleanup on 04/30/2023 at Morro Rock by California Polytechnic State University",2023-04-30,"California Polytechnic State University",40,9.98,NA,1,"Morro Rock",35.371666666667,-120.86444444444,292,255,0,5,0,9,23,0,147,2,11,0,33,99,0,0,2,6,0,0,5,0,2,1,10,2,21,24,9,0,1,4,68,0,0,0,2,0,6,5,0,0,0,0,0,0,0,32,0,1,0,3,1,87,"surfrider",NA,NA,NA,NA,NA,NA
68,9679,"Cleanup on 05/28/2023 at Morro Rock by California Polytechnic State University",2023-05-28,"California Polytechnic State University",9,7.9,NA,1,"Morro Rock",35.371666666667,-120.86444444444,83,63,0,5,0,1,14,0,44,0,3,0,4,32,0,0,0,6,0,0,4,0,0,4,3,3,0,9,5,0,0,1,17,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0,23,"surfrider",NA,NA,NA,NA,NA,NA
69,9945,"Cleanup on 09/16/2023 at Morro Rock by California Polytechnic State University",2023-09-16,"California Polytechnic State University",70,9.92,NA,2,"Morro Rock",35.371666666667,-120.86444444444,256,222,19,7,0,3,5,1,113,0,5,4,29,104,0,0,5,2,0,0,14,2,0,8,10,4,8,3,14,2,0,2,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,14,0,3,80,"surfrider",NA,NA,NA,NA,NA,NA
1,4907,NA,2016-09-17,"Paradise Dive Club",2,59.61,0,NA,NA,34.46311,-120.09861,395,246,19,15,0,109,0,0,144,79,5,0,97,64,0,0,15,0,NA,0,0,0,0,4,29,15,6,39,5,14,0,15,23,0,79,0,0,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,39,"tides",2,0,0.5513,NA,NA,NA
2,4931,NA,2016-09-17,"Explore Ecology",4,64.03,0,NA,NA,34.46347,-120.09909,987,756,81,28,0,72,0,0,270,8,7,2,107,543,0,0,44,0,NA,0,7,0,0,30,86,28,50,16,16,33,0,10,44,0,8,0,0,NA,7,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,15,486,"tides",4,0,0.0181,NA,NA,NA
3,4951,NA,2016-09-17,"Explore Ecology",6,14.99,0,NA,NA,34.46459,-120.1005,207,134,13,2,0,56,0,0,73,0,5,0,53,74,0,0,44,0,NA,0,9,0,0,2,21,2,2,2,4,4,0,0,29,0,0,0,0,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,23,"tides",6,0,2.4521,NA,NA,NA
4,4968,NA,2016-09-17,"none",3,6,0,NA,NA,34.47167,-120.22815,101,65,5,9,0,20,0,0,38,0,1,0,1,59,0,0,18,0,NA,0,6,0,0,7,7,9,2,1,1,1,0,0,6,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,40,"tides",3,0,0.4876,NA,NA,NA
5,4984,NA,2016-09-17,"Explore Ecology",4,44.85,0,NA,NA,34.46285,-120.07137,449,304,50,24,0,56,0,0,273,11,6,3,27,114,0,0,24,0,NA,0,8,0,0,16,75,24,15,26,2,61,0,6,55,0,11,0,0,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,15,75,"tides",4,0,0.0156,NA,NA,NA
6,4990,NA,2016-09-17,"Yvonne Dunn",4,2.5,0,NA,NA,34.47135,-120.22655,39,26,0,3,0,9,0,0,15,0,1,0,8,14,0,0,0,0,NA,0,2,0,0,7,1,3,1,0,0,0,0,0,2,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,6,"tides",4,0,0.103,NA,NA,NA
7,4993,NA,2016-09-17,"none",1,2.91,0,NA,NA,34.47138,-120.228,49,31,3,3,0,8,0,0,17,0,0,0,10,18,0,0,5,0,NA,0,1,0,0,3,5,3,4,2,0,0,0,0,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,10,"tides",1,0,0.864,NA,NA,NA
8,5041,NA,2016-09-17,"none",1,0.73,0,NA,NA,34.47157,-120.22781,33,29,0,0,0,4,0,0,4,0,1,0,2,26,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,23,"tides",1,0,0.1745,NA,NA,NA
9,5066,NA,2016-09-17,"none",1,0.02,0,NA,NA,34.47093,-120.22675,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0.057,NA,NA,NA
10,5073,NA,2016-09-17,"none",1,0.08,0,NA,NA,34.47117,-120.22767,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,8,"tides",1,0,0.0123,NA,NA,NA
11,5096,NA,2016-09-17,"El Capitan",44,25,0,NA,NA,34.45846,-120.02437,200,127,2,10,0,54,0,0,68,9,0,11,47,58,0,0,47,0,NA,0,2,0,0,16,7,10,7,3,3,2,0,6,19,0,9,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,13,"tides",44,0,0.2608,NA,NA,NA
12,5101,NA,2016-09-17,"none",1,0.17,0,NA,NA,34.47122,-120.22786,6,5,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,2,"tides",1,0,0.0376,NA,NA,NA
13,4946,NA,2016-09-17,"none",4,19,0,NA,NA,35.10186,-120.63037,225,141,0,2,0,81,0,0,48,1,2,6,51,116,0,0,81,0,NA,0,2,0,0,21,5,2,1,1,4,0,0,0,13,0,1,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,38,"tides",4,0,1.2618,NA,NA,NA
14,17844,NA,2016-09-17,"CA Coastal Cleanup Day - San Luis Obispo Co.",1198,6512,0,NA,NA,35.168148575915,-120.69585442543,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1198,0,73,NA,NA,NA
15,7145,NA,2016-10-21,"EcoSlo/Nathan Kargol",1,4.77,0,NA,NA,35.17358,-120.70266,134,102,2,1,0,15,0,0,43,0,0,3,44,30,0,0,15,0,NA,0,11,0,0,0,5,1,14,0,5,0,0,0,21,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,15,"tides",1,0,1.6335,NA,NA,NA
16,7697,NA,2016-10-29,"EcoSlo/Nathan Kargol",1,1.84,0,NA,NA,35.17395,-120.70278,67,45,0,0,0,12,0,0,8,0,1,2,25,21,0,0,11,0,NA,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,10,"tides",1,0,1.585,NA,NA,NA
17,10644,NA,2016-11-06,"EcoSlo/Nathan Kargol",1,1.84,0,NA,NA,35.17351,-120.70261,59,45,0,1,0,12,0,0,7,0,0,0,34,17,0,0,12,0,NA,0,0,0,0,0,0,1,1,1,3,1,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",1,0,1.6425,NA,NA,NA
18,11265,NA,2016-11-16,"Octonuats (school beach cleanup)",3,6,0,NA,NA,34.46576,-120.06918,75,54,5,6,0,8,0,0,41,0,1,0,6,25,0,0,4,0,NA,0,2,0,0,4,10,6,2,1,2,7,0,3,6,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,18,"tides",3,0,0.0218,NA,NA,NA
19,12632,NA,2016-11-21,"EcoSlo/Nathan Kargol",1,1.93,0,NA,NA,35.17368,-120.70273,43,20,0,0,0,14,0,0,5,0,0,0,6,23,0,0,13,0,NA,0,0,0,0,0,1,0,9,0,2,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,9,"tides",1,0,1.6947,NA,NA,NA
20,14288,NA,2016-12-21,"EcoSlo/Nathan Kargol",1,5.88,0,NA,NA,35.17419,-120.70281,118,89,5,5,0,18,0,0,45,0,1,0,50,21,0,0,16,0,NA,0,8,0,0,7,11,5,1,6,1,1,0,1,5,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,4,"tides",1,0,2.9795,NA,NA,NA
21,14299,NA,2016-12-22,"EcoSlo/Nathan Kargol",1,1.92,0,NA,NA,35.17372,-120.70273,29,16,1,1,0,9,0,0,15,0,0,0,3,9,0,0,8,0,NA,0,5,0,0,0,2,1,2,0,1,0,0,0,6,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,0,"tides",1,0,1.9086,NA,NA,NA
22,14431,NA,2016-12-29,"EcoSlo/Nathan Kargol",1,1.84,0,NA,NA,35.17437,-120.70256,34,24,2,2,0,4,0,0,9,0,0,0,16,7,0,0,4,0,NA,0,0,0,0,0,3,2,2,0,1,0,0,0,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,3,"tides",1,0,1.6287,NA,NA,NA
23,15407,NA,2017-01-29,"EcoSlo/Nathan Kargol",1,9.12,0,NA,NA,35.17373,-120.70264,82,52,9,1,0,19,0,0,53,1,0,2,3,22,0,0,19,0,NA,0,3,0,0,1,11,1,1,0,2,3,0,2,30,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.9328,NA,NA,NA
24,16352,NA,2017-02-26,"EcoSlo/Nathan Kargol",1,1.6,0,NA,NA,35.17369,-120.70269,37,30,1,0,0,5,0,0,14,0,0,0,13,9,0,0,5,0,NA,0,2,0,0,0,4,0,1,0,2,1,0,1,4,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,1.6227,NA,NA,NA
25,16464,NA,2017-03-05,"EcoSlo/Nathan Kargol",1,1.33,0,NA,NA,35.17295,-120.70285,19,7,0,0,0,10,0,0,1,0,0,0,1,15,0,0,10,0,NA,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",1,0,1.1052,NA,NA,NA
26,16512,NA,2017-03-06,"EcoSlo/Nathan Kargol",1,2.07,0,NA,NA,35.17352,-120.7023,28,14,1,1,0,11,0,0,11,0,1,0,2,13,0,0,10,0,NA,0,3,0,0,0,2,1,1,0,1,2,0,2,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,3,"tides",1,0,1.7049,NA,NA,NA
27,17688,NA,2017-04-08,"EcoSlo/Nathan Kargol",1,0.75,0,NA,NA,35.17374,-120.70246,21,17,1,0,0,0,0,0,5,0,0,0,12,1,0,0,0,0,NA,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.0358,NA,NA,NA
28,17696,NA,2017-04-09,"EcoSlo/Nathan Kargol",1,0.37,0,NA,NA,35.17373,-120.70249,14,12,0,0,0,2,0,0,5,0,0,0,7,2,0,0,2,0,NA,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.7912,NA,NA,NA
29,17707,NA,2017-04-10,"EcoSlo/Nathan Kargolh",1,0.09,0,NA,NA,35.174,-120.70259,10,8,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.1085,NA,NA,NA
30,17743,NA,2017-04-11,"EcoSlo/Nathan Kargol",1,0.34,0,NA,NA,35.17374,-120.70247,11,8,0,0,0,2,0,0,3,0,0,0,4,3,0,0,2,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.3947,NA,NA,NA
31,17744,NA,2017-04-11,"EcoSlo/Nathan Kargol",1,0.52,0,NA,NA,35.17374,-120.7025,8,3,0,0,0,4,0,0,2,0,0,0,1,4,0,0,4,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,1.1993,NA,NA,NA
32,17782,NA,2017-04-12,"EcoSlo/Nathan Kargol",1,0.64,0,NA,NA,35.17368,-120.70268,30,22,0,1,0,3,0,0,7,0,0,1,14,4,0,0,3,0,NA,0,0,0,0,1,0,1,4,0,1,0,0,0,4,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.708,NA,NA,NA
33,19701,NA,2017-06-25,"none",1,0.23,0,NA,NA,35.54343,-121.08429,6,5,0,0,0,1,0,0,4,0,0,0,0,2,0,0,1,0,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.0045,NA,NA,NA
34,20760,NA,2017-08-09,"none",1,2,0,NA,NA,35.167894308077,-120.69542527199,4,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.75,1,NA,NA
35,22491,NA,2017-09-16,"Gs 50507",3,1.69,0,NA,NA,34.47166,-120.22814,79,62,0,0,0,10,0,0,19,0,2,0,23,28,0,0,4,0,NA,0,3,0,0,3,0,0,7,0,0,0,0,1,12,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,20,"tides",3,0,0.0212,NA,NA,NA
36,22522,NA,2017-09-16,"Gs 50507",5,0.41,0,NA,NA,34.47163,-120.22822,40,36,0,0,0,1,0,0,11,0,1,0,21,4,0,0,0,0,NA,0,0,0,0,3,0,0,3,0,0,0,0,3,5,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",5,0,0.1199,NA,NA,NA
37,22563,NA,2017-09-16,"Gs 50507",1,1.34,0,NA,NA,34.47157,-120.22816,48,32,0,0,0,13,0,0,4,0,1,0,26,14,0,0,2,0,NA,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,2,"tides",1,0,0.0061,NA,NA,NA
38,22696,NA,2017-09-16,"Gs 50507",3,1.3,0,NA,NA,34.47149,-120.22805,38,27,0,0,0,9,0,0,14,0,3,0,7,12,0,0,6,0,NA,0,3,0,0,0,0,0,2,0,0,0,0,1,10,0,0,0,0,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",3,0,0.0404,NA,NA,NA
39,22934,NA,2017-09-16,"El Capitan",1,30.82,0,NA,NA,34.45826,-120.02431,377,236,8,16,0,106,0,0,140,6,0,33,9,178,0,0,90,0,NA,0,2,0,0,15,29,16,11,12,3,6,0,3,54,0,6,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,25,78,"tides",1,0,1.291,NA,NA,NA
40,22976,NA,2017-09-16,"Chevre chico's",1,2.16,0,NA,NA,34.47125,-120.22787,38,27,0,2,0,9,0,0,16,1,0,1,1,19,0,0,8,0,NA,0,0,0,0,0,5,2,0,1,1,0,0,0,7,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,11,"tides",1,0,0.8392,NA,NA,NA
41,23000,NA,2017-09-16,"Ernest Righetti High School Key Club",9,5.09,0,NA,NA,34.96484,-120.65023,57,21,0,0,0,36,0,0,7,1,0,0,2,47,0,0,35,0,NA,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,12,"tides",9,0,0.6681,NA,NA,NA
42,23054,NA,2017-09-16,"Chevre Chico's",1,3.35,0,NA,NA,34.47111,-120.22819,63,49,2,0,0,12,0,0,33,0,1,0,4,25,0,0,7,0,NA,0,1,0,0,7,5,0,0,1,0,6,0,0,13,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,14,"tides",1,0,0,NA,NA,NA
43,23090,NA,2017-09-16,"Girlpower",5,15.99,0,NA,NA,34.47165,-120.22814,149,96,22,6,0,23,0,0,52,2,0,0,30,63,0,0,21,0,NA,0,1,0,0,9,24,6,2,10,1,0,0,0,1,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,42,"tides",5,0,0.6411,NA,NA,NA
44,23134,NA,2017-09-16,"Frank Chen, Daniel Su",2,1.31,0,NA,NA,34.47165,-120.22807,23,12,0,0,0,10,0,0,9,0,0,0,0,13,0,0,9,0,NA,0,0,0,0,3,0,0,1,0,2,0,0,1,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,3,"tides",2,0,0.4073,NA,NA,NA
45,26875,NA,2017-09-16,"Santa Barbara County Coastal Cleanup Day 2017",52,99.48,0,NA,NA,34.470618162654,-120.21858215332,1096,883,64,72,0,11,34,0,563,10,16,3,186,286,0,0,0,0,NA,2,74,2,0,83,102,37,32,43,39,17,0,15,149,0,0,1,9,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,11,0,0,275,"tides",52,0,2,NA,NA,NA
46,26881,NA,2017-09-16,"Santa Barbara County Coastal Cleanup Day 2017",15,27,0,NA,NA,34.463046473639,-120.06927967072,510,399,43,29,0,13,17,5,280,3,8,2,34,169,5,0,0,0,NA,0,36,2,0,36,61,10,9,43,11,14,0,19,51,0,0,0,3,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,6,0,0,160,"tides",15,0,2,NA,NA,NA
47,26983,NA,2017-09-16,"Environmental Center of San Luis Obispo",59,114.7,0,NA,NA,35.455496423497,-120.91578483582,1081,898,46,65,0,31,4,13,394,24,15,5,281,312,13,0,0,0,NA,0,20,1,0,136,64,9,37,3,18,33,0,9,101,1,0,11,12,NA,0,0,NA,NA,NA,NA,0,14,NA,NA,NA,2,6,0,16,290,"tides",46,13,2,7,NA,NA
48,26984,NA,2017-09-16,"Environmental Center of San Luis Obispo",40,70,0,NA,NA,35.434501770045,-120.89377462864,783,702,40,12,0,16,12,13,231,12,3,2,162,359,12,0,1,0,NA,0,57,8,0,23,31,12,1,7,13,14,0,2,65,0,0,0,12,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,2,27,0,21,310,"tides",27,13,2,26,NA,NA
49,26986,NA,2017-09-16,"Environmental Center of San Luis Obispo",24,390,0,NA,NA,35.414974976048,-120.87459951639,1084,676,232,60,0,90,17,40,493,3,18,35,184,302,39,0,1,0,NA,2,51,12,0,90,111,33,9,29,13,23,0,16,113,0,0,0,3,NA,2,0,NA,NA,NA,NA,0,5,NA,NA,NA,0,153,0,8,141,"tides",14,10,3,20,NA,NA
50,26988,NA,2017-09-16,"Environmental Center of San Luis Obispo",22,40,0,NA,NA,35.391988757565,-120.86308479309,406,352,13,21,0,14,6,11,118,4,2,4,131,136,11,0,0,0,NA,0,10,6,0,23,10,13,0,0,5,0,0,1,50,0,0,2,2,NA,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,7,11,0,4,121,"tides",20,2,1,3,NA,NA
51,26990,NA,2017-09-16,"Environmental Center of San Luis Obispo",40,228.5,0,NA,NA,35.380267942529,-120.8545768261,2467,1992,119,93,0,75,113,44,829,22,14,23,1174,286,44,0,0,0,NA,4,45,47,0,171,129,51,75,103,68,26,0,21,164,0,0,14,8,NA,1,0,NA,NA,NA,NA,0,170,NA,NA,NA,9,54,0,19,213,"tides",34,6,2,41,NA,NA
52,26991,NA,2017-09-16,"Environmental Center of San Luis Obispo",62,140,0,NA,NA,35.372954690793,-120.8619260788,3624,2749,579,148,0,29,47,22,1156,107,10,7,1024,1226,22,0,0,0,NA,14,67,10,0,259,150,45,72,90,82,74,0,34,337,0,0,73,34,NA,3,0,NA,NA,NA,NA,0,5,NA,NA,NA,4,504,0,104,612,"tides",56,6,2,28,NA,NA
53,26992,NA,2017-09-16,"Environmental Center of San Luis Obispo",16,84,0,NA,NA,35.374494377818,-120.85958719254,687,473,126,27,0,46,13,40,152,71,2,6,18,396,40,0,0,0,NA,0,20,9,0,35,16,12,2,17,11,9,0,5,19,1,0,28,42,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,121,0,32,242,"tides",16,0,4,9,NA,NA
54,26993,NA,2017-09-16,"Environmental Center of San Luis Obispo",15,66,0,NA,NA,35.374074466088,-120.8533000946,1136,1007,15,46,0,36,20,29,326,49,0,3,481,236,26,0,2,0,NA,0,10,4,0,71,27,13,12,19,58,3,0,5,116,8,0,11,30,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,11,0,39,186,"tides",15,0,2,5,NA,NA
55,26995,NA,2017-09-16,"Environmental Center of San Luis Obispo",35,834,0,NA,NA,35.274231019238,-120.88301360607,1298,852,282,47,0,100,12,59,287,165,23,23,60,676,59,0,0,0,NA,0,45,7,0,64,31,20,5,7,11,10,0,3,91,18,0,42,105,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,1,276,0,71,327,"tides",33,2,19,17,NA,NA
56,26998,NA,2017-09-16,"Environmental Center of San Luis Obispo",44,72,0,NA,NA,35.178394814854,-120.73431193829,2401,2096,87,124,0,51,29,49,961,24,5,9,447,892,48,0,0,0,NA,0,50,21,0,278,70,21,14,36,107,21,0,46,319,1,0,7,16,NA,3,0,NA,NA,NA,NA,0,9,NA,NA,NA,1,58,0,70,756,"tides",32,12,4,18,NA,NA
57,27000,NA,2017-09-16,"Environmental Center of San Luis Obispo",53,975,0,NA,NA,35.178999897412,-120.7363986969,3533,2378,561,565,0,29,0,0,1964,5,38,1,1227,298,0,0,0,0,NA,4,0,0,0,699,605,94,0,0,78,197,0,0,287,0,0,1,4,NA,9,0,NA,NA,NA,NA,0,17,NA,NA,NA,1,159,0,0,139,"tides",45,8,1,87,NA,NA
58,27001,NA,2017-09-16,"Environmental Center of San Luis Obispo",33,100.5,0,NA,NA,35.162090967766,-120.68768978119,1068,855,86,69,0,34,18,28,487,16,2,3,347,179,27,0,0,0,NA,0,27,16,0,82,65,33,6,9,33,3,0,2,218,4,0,10,2,NA,0,0,NA,NA,NA,NA,0,7,NA,NA,NA,1,43,0,5,130,"tides",22,11,2,25,NA,NA
59,27002,NA,2017-09-16,"Environmental Center of San Luis Obispo",94,101,0,NA,NA,35.138537145507,-120.64379274845,3009,2734,57,135,0,14,31,12,949,9,4,5,1396,596,10,0,2,0,NA,2,59,25,0,318,55,3,38,11,132,31,0,26,287,0,0,4,5,NA,3,0,NA,NA,NA,NA,0,10,NA,NA,NA,0,37,0,110,449,"tides",75,19,3,12,NA,NA
60,27003,NA,2017-09-16,"Environmental Center of San Luis Obispo",79,49,0,NA,NA,35.134229172893,-120.63597679138,2502,2237,92,73,0,37,38,14,715,15,6,23,767,937,13,0,0,0,NA,2,43,22,0,230,39,4,25,36,79,9,0,16,238,0,0,4,11,NA,1,0,NA,NA,NA,NA,0,23,NA,NA,NA,3,86,0,183,665,"tides",69,10,0.75,2,NA,NA
