"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,"Distance mi","Area mi","# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
32630,"San Luis Obispo County, CA, USA","California, USA","United States","35.24312, -120.64095",land,,2018-01-12,"Guadalupe dunes",1,,1,2.37,0.0007,0,,2,,1,2,4,,,2,,,,1,,2,2,5,2,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,,1,,,,,1,32
32631,"San Luis Obispo County, CA, USA","California, USA","United States","35.24312, -120.64095",land,,2018-01-12,"Guadalupe dunes",1,,1,2.37,0.0007,0,,2,,1,2,4,,,2,,,,1,,2,2,5,2,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,,1,,,,,1,32
33886,"San Luis Obispo County, CA, USA","California, USA","United States","35.11648, -120.60676",land,,2018-02-01,Pismo,1,,1,0.05,0.0031,0,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
33888,"San Luis Obispo County, CA, USA","California, USA","United States","35.11648, -120.60676",land,,2018-02-01,Pismo,1,,1,0.05,0.0031,0,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
34286,"San Luis Obispo County, CA, USA","California, USA","United States","35.10326, -120.63073",land,,2018-02-09,Oceano,1,,1,0.25,0,0,,,,,2,2,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
34496,"San Luis Obispo County, CA, USA","California, USA","United States","35.13674, -120.63964",land,,2018-02-15,Pismo,1,,1,0.63,0,0,,6,,,2,,,,3,2,,,,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,4,27
34696,"San Luis Obispo County, CA, USA","California, USA","United States","35.174930849749, -120.7164645195",land,,2018-02-19,"Environmental Center of San Luis Obispo",6,,6,41,1,0,3,,3,52,15,26,,40,15,146,,11,2,,,17,,5,5,,,,2,,4,,1,2,2,,,,,2,,,,,3,,1,,,1,,,,,2,,,1,,1,,1,,,,1,50,10,421
34746,"San Luis Obispo County, CA, USA","California, USA","United States","35.12544, -120.63664",land,,2018-02-22,Pismo,1,,1,5.58,0,0,,10,,5,3,10,,,6,5,,,,3,2,11,,6,4,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,4,,,,,4,78
34750,"San Luis Obispo County, CA, USA","California, USA","United States","35.12544, -120.63664",land,,2018-02-22,Pismo,1,,1,5.58,0,0,,10,,5,3,10,,,6,5,,,,3,2,11,,6,4,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,4,,,,,4,78
35426,"San Luis Obispo County, CA, USA","California, USA","United States","35.12238, -120.63334",land,,2018-03-19,"Son of a Beach",1,,1,2.32,0.442,0,,,,1,3,1,,,1,9,,,1,,2,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,4,48
