list_name,master_item_name,master_material,itemname,material,quantity,description,latitude,longitude,altitude,radius,location,timestamp,dt,project_name,username,manual_upload,event_name,id,log_index
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","2","","35.3224830627","-120.82598114","41.1137886047","10","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95198","4216"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.40051651","-119.721488953","59.1271781921","14.2629938126","Santa Barbara, California, United States of America","20200117200321","2020-01-17 20:03:21","","Maria Petueli","0","","614203","18982"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.4005203247","-119.721488953","59.3926963806","14.2612438202","Santa Barbara, California, United States of America","20200117200322","2020-01-17 20:03:22","","Maria Petueli","0","","614204","18982"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.4005126953","-119.721504211","59.6010704041","14.260591507","Santa Barbara, California, United States of America","20200117200323","2020-01-17 20:03:23","","Maria Petueli","0","","614205","18982"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.4005203247","-119.721504211","59.6137580872","14.2616891861","Santa Barbara, California, United States of America","20200117200324","2020-01-17 20:03:24","","Maria Petueli","0","","614206","18982"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.4005203247","-119.721504211","59.6329917908","14.258392334","Santa Barbara, California, United States of America","20200117200325","2020-01-17 20:03:25","","Maria Petueli","0","","614207","18982"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","4","","34.4088783264","-119.693733215","1.62353777885","65","Santa Barbara, California, United States of America","20200917011301","2020-09-17 01:13:01","","GCSCI","0","","773697","23137"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.442691109792","-119.70847812556","159.09706878662","65","Santa Barbara, California, United States of America","20210428213027","2021-04-28 21:30:27","Default","Debri","0","","1541839","38623"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.441216634059","-119.70845484862","150.60203552246","65","Santa Barbara, California, United States of America","20210428213027","2021-04-28 21:30:27","Default","Debri","0","","1541844","38623"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.440891756294","-119.70828374709","150.23982620239","65","Santa Barbara, California, United States of America","20210428213027","2021-04-28 21:30:27","Default","Debri","0","","1541845","38623"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","34.440981725615","-119.70828807467","149.83009719849","65","Santa Barbara, California, United States of America","20210428213027","2021-04-28 21:30:27","Default","Debri","0","","1541857","38623"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","2","","34.423349","-119.8633125","-30.920968185899","16.631999969482","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543729","38681"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","2","","35.403013967369","-120.86918620095","2.2106967652217","4.7410453028609","Morro Bay, California, United States of America","20220206194451","2022-02-06 19:44:51","","calpolysurfrider","0","","1883709","48269"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.125185834024","-120.63590623838","7.3923467807472","4.7353685854307","Grover Beach, California, United States of America","20220502015254","2022-05-02 01:52:54","Default","kvakili","0","","2036912","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.125680920652","-120.63584606118","8.0207755900919","4.7499104637209","Grover Beach, California, United States of America","20220502015736","2022-05-02 01:57:36","Default","kvakili","0","","2036915","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.126339200798","-120.63627826767","5.498154040426","4.7325069909678","Grover Beach, California, United States of America","20220502020158","2022-05-02 02:01:58","Default","kvakili","0","","2036921","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.12638207666","-120.63629404283","5.7116492958739","4.735545724475","Grover Beach, California, United States of America","20220502020214","2022-05-02 02:02:14","Default","kvakili","0","","2036923","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.12644045198","-120.63630346039","5.723739316687","4.737384054591","Grover Beach, California, United States of America","20220502020241","2022-05-02 02:02:41","Default","kvakili","0","","2036924","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.126582442513","-120.63632722077","5.7625755751505","4.7434044404186","Grover Beach, California, United States of America","20220502020332","2022-05-02 02:03:32","Default","kvakili","0","","2036928","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.126588350091","-120.63632068552","5.8466699011624","4.7429193253201","Grover Beach, California, United States of America","20220502020342","2022-05-02 02:03:42","Default","kvakili","0","","2036929","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.126588593067","-120.63632119214","5.822292521596","4.7425740596214","Grover Beach, California, United States of America","20220502020343","2022-05-02 02:03:43","Default","kvakili","0","","2036930","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.126573313665","-120.63632025569","5.6793619235978","4.7375176627862","Grover Beach, California, United States of America","20220502020421","2022-05-02 02:04:21","Default","kvakili","0","","2036932","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.127045511357","-120.63650593988","6.7066210145131","4.7324259871706","Grover Beach, California, United States of America","20220502020628","2022-05-02 02:06:28","Default","kvakili","0","","2036933","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.128095889981","-120.63665620837","5.1922288415954","4.7319655505468","Grover Beach, California, United States of America","20220502021106","2022-05-02 02:11:06","Default","kvakili","0","","2036937","51219"
"Primary List","Paper and Cardboard","PAPER & LUMBER","Paper and Cardboard","PAPER & LUMBER","1","","35.128466665673","-120.6372723437","3.6364554837346","4.7382148898106","Grover Beach, California, United States of America","20220502021438","2022-05-02 02:14:38","Default","kvakili","0","","2036939","51219"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","9","","35.3223648071","-120.825973511","20.5684242249","5","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91974","4060"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","3","","35.3224830627","-120.82598114","41.1137886047","10","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95197","4216"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","5","","34.4080047607","-119.692214966","12.4600000381","54.2835540771","Santa Barbara, California, United States of America","20200917011743","2020-09-17 01:17:43","","GCSCI","0","","773714","23137"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.411406376997","-119.85344115033","15.229176270775","4.8479714361971","Santa Barbara County, California, United States of America","20210423223858","2021-04-23 22:38:58","Default","Anayen51","0","","1521228","38094"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.441154368728","-119.70855132284","149.47664260864","65","Santa Barbara, California, United States of America","20210519203053","2021-05-19 20:30:53","Default","Debri","0","","1576658","40193"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.440833768459","-119.70849446421","149.73488235474","65","Santa Barbara, California, United States of America","20210519203053","2021-05-19 20:30:53","Default","Debri","0","","1576665","40193"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.441059975076","-119.70821494775","149.68899536133","65","Santa Barbara, California, United States of America","20210519203110","2021-05-19 20:31:10","Default","Debri","0","","1576686","40194"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.441353732944","-119.70844568466","150.871509552","65","Santa Barbara, California, United States of America","20210519203115","2021-05-19 20:31:15","Default","Debri","0","","1576705","40197"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.440928861567","-119.70848419673","148.74787139893","65","Santa Barbara, California, United States of America","20210519203155","2021-05-19 20:31:55","Default","Debri","0","","1576745","40200"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.451237759657","-119.74608194043","95.804146518931","4.9186049451337","Santa Barbara, California, United States of America","20210525203334","2021-05-25 20:33:34","Default","Daisya81","0","","1582586","40414"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","2","","34.454216364039","-119.91722541252","47.49401723966","4.7500041131683","Goleta, California, United States of America","20210812153037","2021-08-12 15:30:37","Default","Ambermceldowney","0","","1681505","43335"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","3","","35.403015713337","-120.869184736","2.4996633958071","4.74146053732","Morro Bay, California, United States of America","20220206194450","2022-02-06 19:44:50","","calpolysurfrider","0","","1883708","48269"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","34.410479410314","-119.85146291372","12.84031144809","13.103136264328","Santa Barbara County, California, United States of America","20220225181825","2022-02-25 18:18:25","","melaniereyess","0","","1897319","48738"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","35.123483099225","-120.6365907582","1.3803586550057","4.7530655332046","San Luis Obispo County, California, United States of America","20220925015222","2022-09-25 01:52:22","","alliemortensen","0","","2206551","55609"
"Primary List","Paper Food Wrappers","PAPER & LUMBER","Food wrappers (paper)","PAPER & LUMBER","1","","35.126797044092","-120.6370708387","4.6703964360058","4.9229022362974","San Luis Obispo County, California, United States of America","20220925022241","2022-09-25 02:22:41","","alliemortensen","0","","2206567","55609"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","6","","34.4085845947","-119.693359375","1.56259703636","65","Santa Barbara, California, United States of America","20200917003858","2020-09-17 00:38:58","","GCSCI","0","","773650","23137"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","3","","34.4085426331","-119.693504333","1.62790095806","65","Santa Barbara, California, United States of America","20200917010441","2020-09-17 01:04:41","","GCSCI","0","","773681","23137"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","6","","34.3194313049","-119.667625427","2.96969461441","3011.20629883","Santa Barbara, California, United States of America","20200917012022","2020-09-17 01:20:22","","GCSCI","0","","773730","23137"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","32","","34.405330658","-119.691574097","1.66105914116","316.129547119","Santa Barbara, California, United States of America","20200917014034","2020-09-17 01:40:34","","GCSCI","0","","773785","23137"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","4","","34.454213911498","-119.91723193172","47.575133579783","4.7286383954648","Goleta, California, United States of America","20210812153035","2021-08-12 15:30:35","Default","Ambermceldowney","0","","1681504","43335"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","2","","35.40301372334","-120.8691869342","2.0828165831044","4.7402843569621","Morro Bay, California, United States of America","20220206194452","2022-02-06 19:44:52","","calpolysurfrider","0","","1883710","48269"
"Primary List","Lumber/Building Materials","PAPER & LUMBER","Lumber/Building Materials","PAPER & LUMBER","1","","35.12602331206","-120.63724387262","1.9772124961019","4.7931305868535","San Luis Obispo County, California, United States of America","20220925020724","2022-09-25 02:07:24","","alliemortensen","0","","2206559","55609"
"Primary List","Paper Bags","PAPER & LUMBER","Paper Bags","PAPER & LUMBER","5","","35.3223648071","-120.825973511","21.3281478882","5","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91973","4060"
"Primary List","Paper Bags","PAPER & LUMBER","Paper Bags","PAPER & LUMBER","1","","35.126380518831","-120.63629322712","5.8004094241187","4.7358102999183","Grover Beach, California, United States of America","20220502020212","2022-05-02 02:02:12","Default","kvakili","0","","2036922","51219"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","35.3223762512","-120.82598877","29.2626743317","5","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91970","4060"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.4170036316","-119.689147949","1.53555500507","848.360534668","Santa Barbara, California, United States of America","20200917014401","2020-09-17 01:44:01","","GCSCI","0","","773792","23137"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.441045784933","-119.70867707332","149.41036605835","65","Santa Barbara, California, United States of America","20210519203053","2021-05-19 20:30:53","Default","Debri","0","","1576661","40193"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.441261057313","-119.70843532308","149.78382492065","65","Santa Barbara, California, United States of America","20210519203053","2021-05-19 20:30:53","Default","Debri","0","","1576662","40193"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.441415301373","-119.70842724165","149.79133605957","65","Santa Barbara, California, United States of America","20210519203053","2021-05-19 20:30:53","Default","Debri","0","","1576663","40193"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.441011548097","-119.70862660906","149.53182983398","65","Santa Barbara, California, United States of America","20210519203110","2021-05-19 20:31:10","Default","Debri","0","","1576683","40194"
"Primary List","Towels or rags","CLOTH","Towels or rags","CLOTH","1","","34.44127904325","-119.70854388865","149.89066696167","65","Santa Barbara, California, United States of America","20210519203110","2021-05-19 20:31:10","Default","Debri","0","","1576684","40194"
"Primary List","Non-Rubber Gloves","CLOTH","Gloves (non-rubber)","CLOTH","2","","35.3223762512","-120.826004028","23.9860458374","5","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91972","4060"
"Primary List","Fabric pieces","CLOTH","Fabric pieces","CLOTH","2","","35.3224830627","-120.82598114","37.2183151245","10","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95196","4216"
"Primary List","Fabric pieces","CLOTH","Fabric pieces","CLOTH","1","","34.4091682434","-119.693519592","2.93834495544","65.1997299194","Santa Barbara, California, United States of America","20200917001427","2020-09-17 00:14:27","","GCSCI","0","","773634","23137"
"Primary List","Fabric pieces","CLOTH","Fabric pieces","CLOTH","5","","34.3999519348","-119.686096191","1.66105914116","1055.9095459","Santa Barbara, California, United States of America","20200917014119","2020-09-17 01:41:19","","GCSCI","0","","773787","23137"
"Primary List","Fabric pieces","CLOTH","Fabric pieces","CLOTH","1","","34.441092529717","-119.70862326618","149.50861740112","65","Santa Barbara, California, United States of America","20210519203137","2021-05-19 20:31:37","Default","Debri","0","","1576735","40199"
"Primary List","Fabric pieces","CLOTH","Fabric pieces","CLOTH","4","","35.403016765774","-120.86918472328","2.5309922052547","4.7386131985347","Morro Bay, California, United States of America","20220206194448","2022-02-06 19:44:48","","calpolysurfrider","0","","1883707","48269"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","2","","35.3223762512","-120.826004028","24.9618835449","5","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91971","4060"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","1","","34.4711799622","-120.228034973","4.10670137405","5","Gaviota, CA","20170125180422","2017-01-25 18:04:22","","anonymous","0","","144062","6985"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","3","","34.40807724","-119.597457886","4.71999883652","5367","Santa Barbara, California, United States of America","20200917001424","2020-09-17 00:14:24","","GCSCI","0","","773633","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","4","","34.4064102173","-119.692596436","1.73109066486","547.176147461","Santa Barbara, California, United States of America","20200917011210","2020-09-17 01:12:10","","GCSCI","0","","773692","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","4","","34.4088783264","-119.693733215","1.62353777885","65","Santa Barbara, California, United States of America","20200917011254","2020-09-17 01:12:54","","GCSCI","0","","773696","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","4","","34.408000946","-119.692337036","3.20646047592","65","Santa Barbara, California, United States of America","20200917012110","2020-09-17 01:21:10","","GCSCI","0","","773738","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","4","","34.4081726074","-119.692611694","4.29442071915","7.84760522842","Santa Barbara, California, United States of America","20200917012417","2020-09-17 01:24:17","","GCSCI","0","","773748","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","4","","34.4080581665","-119.692626953","4.29420995712","65","Santa Barbara, California, United States of America","20200917012535","2020-09-17 01:25:35","","GCSCI","0","","773756","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","21","","34.3999519348","-119.686096191","1.66105914116","1055.9095459","Santa Barbara, California, United States of America","20200917014127","2020-09-17 01:41:27","","GCSCI","0","","773788","23137"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","1","","34.441254724589","-119.70858162144","149.14558792114","65","Santa Barbara, California, United States of America","20210519203115","2021-05-19 20:31:15","Default","Debri","0","","1576704","40197"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","1","","34.44081500998","-119.70840625795","149.71678924561","65","Santa Barbara, California, United States of America","20210519203115","2021-05-19 20:31:15","Default","Debri","0","","1576707","40197"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","1","","35.122596643172","-120.63482145136","6.9691053424031","4.7770147376113","Grover Beach, California, United States of America","20220925021809","2022-09-25 02:18:09","","kvakili","0","","2206493","55607"
"Primary List","Clothing and Shoes","CLOTH","Clothing and Shoes","CLOTH","1","","35.126358068651","-120.63683548731","4.8313796017319","4.8760051919776","San Luis Obispo County, California, United States of America","20220925022345","2022-09-25 02:23:45","","alliemortensen","0","","2206568","55609"
"Primary List","Tires","RUBBER","Tires","RUBBER","1","","34.4088783264","-119.693733215","1.62353777885","65","Santa Barbara, California, United States of America","20200917011324","2020-09-17 01:13:24","","GCSCI","0","","773698","23137"
"Primary List","Tires","RUBBER","Tires","RUBBER","8","","34.4233518","-119.8633334","-30.919575360352","16.959999084473","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543727","38681"
"Primary List","Tires","RUBBER","Tires","RUBBER","2","","34.454223954013","-119.91722764154","47.482916983776","4.7701525998105","Goleta, California, United States of America","20210812153026","2021-08-12 15:30:26","Default","Ambermceldowney","0","","1681503","43335"
"Primary List","Flip-flops","RUBBER","Flip-flops","RUBBER","1","","34.409034729","-119.693603516","3.01422333717","65","Santa Barbara, California, United States of America","20200917001137","2020-09-17 00:11:37","","GCSCI","0","","773625","23137"
"Primary List","Flip-flops","RUBBER","Flip-flops","RUBBER","4","","34.4079742432","-119.69241333","3.46146345139","65","Santa Barbara, California, United States of America","20200917014201","2020-09-17 01:42:01","","GCSCI","0","","773789","23137"
"Primary List","Glass Jars","GLASS","Glass Jars","GLASS","6","","34.4233552","-119.8633393","-30.828148772532","15.77499961853","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543728","38681"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","8","","35.3224220276","-120.825897217","36.4917755127","10","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91969","4060"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","1","","35.3225631714","-120.826011658","54.411113739","10","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95195","4216"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","1","","35.15294619","-120.67235059","-13.9111328125","7.50400018692","Santa Barbara, CA","20180210223249","2018-02-10 22:32:49","","saunieindiego ","0","","245519","10216"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","1","","34.96262371","-120.6497385","-30.4185791016","3.21600008011","Guadalupe, CA","20180211230621","2018-02-11 23:06:21","","saunieindiego ","0","","245552","10223"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","3","","36.3302726746","-121.23387146","104.226425171","1414","Greenfield, California, USA","20181006040746","2018-10-06 04:07:46","","kdunnett","0","","328423","12761"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","12","","34.4081993103","-119.692596436","4.2680182457","8.30141830444","Santa Barbara, California, United States of America","20200917013137","2020-09-17 01:31:37","","GCSCI","0","","773781","23137"
"Primary List","Glass Bottle","GLASS","Glass Bottle","GLASS","2","","35.403018073222","-120.86918584839","3.0455364631489","4.7418987487691","Morro Bay, California, United States of America","20220206194442","2022-02-06 19:44:42","","calpolysurfrider","0","","1883704","48269"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","3","","35.3224220276","-120.825897217","36.4917755127","10","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91968","4060"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","1","","35.12877831","-120.63608392","-30.8656311035","3.21600008011","unknown, unknown","20180211013947","2018-02-11 01:39:47","","saunieindiego ","0","","245526","10218"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","1","","34.441140089381","-119.70850104433","149.6163482666","65","Santa Barbara, California, United States of America","20210428213027","2021-04-28 21:30:27","Default","Debri","0","","1541853","38623"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","12","","34.4233539","-119.8633497","-30.85652857392","15.680000305176","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543722","38681"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","6","","35.403018898374","-120.86918467413","3.0271297115833","4.7399616045188","Morro Bay, California, United States of America","20220206194441","2022-02-06 19:44:41","","calpolysurfrider","0","","1883703","48269"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","1","","35.123408042325","-120.63518016726","6.4590236824006","4.740790143828","Grover Beach, California, United States of America","20220502014533","2022-05-02 01:45:33","Default","kvakili","0","","2036904","51219"
"Primary List","Metal Bottle Caps or Tabs","METAL","Metal Bottle Caps","METAL","1","","35.122598284234","-120.63481880434","6.0481926994398","4.7873399443965","Grover Beach, California, United States of America","20220925021817","2022-09-25 02:18:17","","kvakili","0","","2206494","55607"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","4","","35.3224220276","-120.825897217","36.4917755127","10","Baywood-Los Osos, CA","20160331225951","2016-03-31 22:59:51","","anonymous","0","","91967","4060"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","3","","35.3225631714","-120.826011658","54.411113739","10","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95194","4216"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","4","","34.4081954956","-119.692642212","6.20231342316","11.8824672699","Santa Barbara, California, United States of America","20200917010511","2020-09-17 01:05:11","","GCSCI","0","","773682","23137"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","6","","34.4079856873","-119.692680359","2.29211997986","67.4043960571","Santa Barbara, California, United States of America","20200917011509","2020-09-17 01:15:09","","GCSCI","0","","773704","23137"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","16","","34.4078025818","-119.691871643","2.96969461441","82.5393753052","Santa Barbara, California, United States of America","20200917011924","2020-09-17 01:19:24","","GCSCI","0","","773726","23137"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","2","","34.412321375392","-119.85967359746","15.579743876053","8.4672952341385","Goleta, California, United States of America","20210421185857","2021-04-21 18:58:57","Default","dani_judith","0","","1513036","37815"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","48","","34.422344","-119.865034","-40.170243264764","85.592002868652","Goleta, California, United States of America","20210423011004","2021-04-23 01:10:04","Default","Kgalaviz","0","","1519667","38011"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","24","","34.4233539","-119.8633497","-30.85652857392","15.680000305176","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543724","38681"
"Primary List","Aluminum or Tin Cans","METAL","Aluminum or tin cans","METAL","2","","35.403018971847","-120.86918441059","3.0689614657313","4.7411486905807","Morro Bay, California, United States of America","20220206194440","2022-02-06 19:44:40","","calpolysurfrider","0","","1883702","48269"
"Primary List","Aerosol cans","METAL","Aerosol cans","METAL","4","","34.4091682434","-119.693519592","2.93834495544","65.1997299194","Santa Barbara, California, United States of America","20200917001445","2020-09-17 00:14:45","","GCSCI","0","","773637","23137"
"Primary List","Aerosol cans","METAL","Aerosol cans","METAL","6","","34.4078025818","-119.691871643","2.96969461441","82.5393753052","Santa Barbara, California, United States of America","20200917011929","2020-09-17 01:19:29","","GCSCI","0","","773727","23137"
"Primary List","Aerosol cans","METAL","Aerosol cans","METAL","2","","34.4233539","-119.8633497","-30.85652857392","15.680000305176","Goleta, California, United States of America","20210429181657","2021-04-29 18:16:57","Default","Kgalaviz","0","","1543723","38681"
"Primary List","Aerosol cans","METAL","Aerosol cans","METAL","4","","34.454251763888","-119.91720764717","48.469156638719","4.7581017383008","Goleta, California, United States of America","20210812152950","2021-08-12 15:29:50","Default","Ambermceldowney","0","","1681486","43335"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","3","","35.3278999329","-120.832939148","39.7049293518","5844.65429688","Baywood-Los Osos, CA","20160416211848","2016-04-16 21:18:48","","anonymous","0","","95191","4216"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","1","","35.15318116","-120.66505365","-15.3549194336","3.21600008011","Santa Barbara, CA","20180210225100","2018-02-10 22:51:00","","saunieindiego ","0","","245520","10216"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","30","","34.3941726685","-119.689422607","2.93834495544","1050.6661377","Santa Barbara, California, United States of America","20200917001529","2020-09-17 00:15:29","","GCSCI","0","","773640","23137"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","57","","34.4085845947","-119.693359375","1.56259703636","65","Santa Barbara, California, United States of America","20200917003935","2020-09-17 00:39:35","","GCSCI","0","","773654","23137"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","4","","34.4087409973","-119.69304657","2.16993236542","79.207572937","Santa Barbara, California, United States of America","20200917010053","2020-09-17 01:00:53","","GCSCI","0","","773677","23137"
"Primary List","Straws","PLASTIC","Straws","PLASTIC","6","","34.4064102173","-119.692596436","1.73109066486","547.176147461","Santa Barbara, California, United States of America","20200917011142","2020-09-17 01:11:42","","GCSCI","0","","773690","23137"
