"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,"Distance mi","Area mi","# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
4807,"Santa Barbara County, CA, USA","California, USA","United States","34.4231, -119.88494",land,,2016-09-17,,1,,1,11.88,1.1464,0,,1,,18,2,1,,,1,20,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,13,,2,,,5,68
4809,"Santa Barbara County, CA, USA","California, USA","United States","34.40237, -119.74187",land,,2016-09-17,,1,,1,1.99,10.4531,0,,,,1,,,,,4,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,2,28
4825,"Santa Barbara County, CA, USA","California, USA","United States","34.41384, -119.68693",land,,2016-09-17,"Stevie & Sloane & Marygrace",3,,3,0.5,0.0108,0,,,,,,,,,5,53,,,,2,5,25,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,108
4863,"Santa Barbara County, CA, USA","California, USA","United States","34.41208, -119.85724",land,,2016-09-17,,2,,2,19.46,1.0515,0,,7,,14,17,,,,8,150,,,3,8,28,31,20,5,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,35,,,,29,,2,,,7,372
4864,"Santa Barbara County, CA, USA","California, USA","United States","34.41208, -119.85724",land,,2016-09-17,,2,,2,19.46,1.0515,0,,7,,14,17,,,,8,150,,,3,8,28,31,20,5,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,35,,,,29,,2,,,7,372
4872,"Santa Barbara County, CA, USA","California, USA","United States","34.52458, -120.28424",land,,2016-09-17,,2,,2,1,5.43,0,,3,,,,1,,,5,20,,,,,,8,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,12,,1,,,21,77
4906,"Santa Barbara County, CA, USA","California, USA","United States","34.57813, -120.19718",land,,2016-09-17,,5,,5,5.91,8.9953,0,,10,,2,6,8,,,6,3,,,2,6,12,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,12,,2,,,32,126
4907,"Santa Barbara County, CA, USA","California, USA","United States","34.46311, -120.09861",land,,2016-09-17,"Paradise Dive Club",2,,2,59.61,0.5513,0,,,,19,10,15,,,4,97,,,39,,14,23,6,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,10,,,,15,,5,,,39,395
4927,"Santa Barbara County, CA, USA","California, USA","United States","34.60746, -120.19089",land,,2016-09-17,"Frank Chen, Deacan Yu, Daniel Su",1,,1,1.53,10.5344,0,,,,,2,,,,,6,,,,,,21,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,1,,,13,51
4931,"Santa Barbara County, CA, USA","California, USA","United States","34.46347, -120.09909",land,,2016-09-17,"Explore Ecology",4,,4,64.03,0.0181,0,,7,,81,5,28,,,30,107,,,16,18,15,44,50,16,10,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,8,,,15,,,,42,,7,,,486,987
4950,"Santa Barbara County, CA, USA","California, USA","United States","34.43555, -119.58061",land,,2016-09-17,"Laguna blanca school",2,,2,7,3.9762,0,,3,,3,1,1,,,3,8,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,,3,,,9,46
4951,"Santa Barbara County, CA, USA","California, USA","United States","34.46459, -120.1005",land,,2016-09-17,"Explore Ecology",6,,6,14.99,2.4521,0,,9,,13,8,2,,,2,53,,,2,1,3,29,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,44,,5,,,23,207
4968,"Santa Barbara County, CA, USA","California, USA","United States","34.47167, -120.22815",land,,2016-09-17,,3,,3,6,0.4876,0,,6,,5,2,9,,,7,1,,,1,,1,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,18,,1,,,40,101
4976,"Santa Barbara County, CA, USA","California, USA","United States","34.40241, -119.69744",land,,2016-06-18,,8,,8,12.6,10.8795,0,,,,8,7,16,,,3,255,,,8,,7,4,13,4,3,,,,,,,,,,6,,,,,,,7,,,,,,,,,,,,,,2,,,1,,,,1,,8,,,18,371
4977,"Santa Barbara County, CA, USA","California, USA","United States","34.40241, -119.69744",land,,2016-06-18,,8,,8,12.6,10.8795,0,,,,8,7,16,,,3,255,,,8,,7,4,13,4,3,,,,,,,,,,6,,,,,,,7,,,,,,,,,,,,,,2,,,1,,,,1,,8,,,18,371
4984,"Santa Barbara County, CA, USA","California, USA","United States","34.46285, -120.07137",land,,2016-09-17,"Explore Ecology",4,,4,44.85,0.0156,0,,8,,50,25,24,,,16,27,,,26,22,39,55,15,2,6,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,11,,,15,,,,24,,6,,,75,449
4990,"Santa Barbara County, CA, USA","California, USA","United States","34.47135, -120.22655",land,,2016-09-17,"Yvonne Dunn",4,,4,2.5,0.103,0,,2,,,1,3,,,7,8,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,,6,39
4993,"Santa Barbara County, CA, USA","California, USA","United States","34.47138, -120.228",land,,2016-09-17,,1,,1,2.91,0.864,0,,1,,3,2,3,,,3,10,,,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5,,,,,10,49
5000,"Santa Barbara County, CA, USA","California, USA","United States","34.39712, -119.527",land,,2016-09-17,,1,,1,8.07,1.357,0,,1,,2,6,5,,,9,37,,,5,5,2,9,5,7,1,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,41,,,,,5,144
5023,"Santa Barbara County, CA, USA","California, USA","United States","34.40361, -119.74345",land,,2016-09-17,,1,,1,0.25,0.0439,0,,1,,,,,,,3,3,,,1,,1,7,,3,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,10,34
5041,"Santa Barbara County, CA, USA","California, USA","United States","34.47157, -120.22781",land,,2016-09-17,,1,,1,0.73,0.1745,0,,,,,,,,,,2,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,23,33
5064,"Santa Barbara County, CA, USA","California, USA","United States","34.38782, -119.51366",land,,2016-09-17,"Carpinteria Unified School district",2,,2,1.91,0.0075,0,,,,,,1,,,6,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,25,57
5066,"Santa Barbara County, CA, USA","California, USA","United States","34.47093, -120.22675",land,,2016-09-17,,1,,1,0.02,0.057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
5071,"Santa Barbara County, CA, USA","California, USA","United States","34.43332, -119.91822",land,,2016-09-17,"Explore ecology",45,,45,300,0.1975,0,,18,,103,102,53,,,12,173,,,26,4,10,15,6,10,9,,,,,,,,,,14,,,,,,,8,,,,,,,,,,,,,,21,,,65,,,,203,,7,,,16,875
5073,"Santa Barbara County, CA, USA","California, USA","United States","34.47117, -120.22767",land,,2016-09-17,,1,,1,0.08,0.0123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
5086,"Santa Barbara County, CA, USA","California, USA","United States","34.40729, -119.72953",land,,2016-09-17,,1,,1,2.7,0,0,,,,,,,,,2,4,,,,,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,15,,1,,,10,38
5093,"Santa Barbara County, CA, USA","California, USA","United States","34.41208, -119.85724",land,,2016-09-17,,2,,2,19.46,1.0515,0,,7,,14,17,,,,8,150,,,3,8,28,31,20,5,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,35,,,,29,,2,,,7,372
5094,"Santa Barbara County, CA, USA","California, USA","United States","34.38813, -119.51667",land,,2016-09-17,,4,,4,0.73,0.529,0,,,,,,3,,,2,3,,,,,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,3,26
5096,"Santa Barbara County, CA, USA","California, USA","United States","34.45846, -120.02437",land,,2016-09-17,"El Capitan",44,,44,25,0.2608,0,,2,,2,5,10,,,16,47,,,3,,2,19,7,3,6,,,,,,,,,,5,,,,,,,6,,,,,,,,,,,,,,9,,,4,,,,41,,,,,13,200
5098,"Santa Barbara County, CA, USA","California, USA","United States","34.42251, -119.88563",land,,2016-09-17,"Troop 50914",8,,8,19.66,0.0506,0,,6,,16,9,3,,,1,15,,,1,1,4,36,8,2,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,18,,,,34,,2,,,18,181
5101,"Santa Barbara County, CA, USA","California, USA","United States","34.47122, -120.22786",land,,2016-09-17,,1,,1,0.17,0.0376,0,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,6
5128,"Santa Barbara County, CA, USA","California, USA","United States","34.42371, -119.66596",land,,2016-09-17,,1,,1,0.47,0.0364,0,,1,,,,2,,,2,22,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,38
5159,"Santa Barbara County, CA, USA","California, USA","United States","34.41627, -119.64066",land,,2016-09-17,,1,,1,2.27,0.0035,0,,,,2,,1,,,2,4,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,3,20
5172,"Santa Barbara County, CA, USA","California, USA","United States","34.39142, -119.51073",land,,2016-09-17,"Jelly Bowl Beach Captain along with community of Carpinteria",88,,88,40.99,0.0458,0,,20,,45,25,15,,,21,179,,,5,12,8,59,16,17,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,9,,,36,,,,23,,8,,,68,575
5852,"Santa Barbara County, CA, USA","California, USA","United States","34.42363, -119.72809",land,,2016-09-27,GROMSS,1,,1,0.41,1.6663,0,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,7
6044,"Santa Barbara County, CA, USA","California, USA","United States","34.42636, -119.88259",land,,2016-10-02,,1,,1,0.3,0.048,0,,1,,,,,,,,3,,,,1,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22
6468,"Santa Barbara County, CA, USA","California, USA","United States","34.38984, -119.51818",land,,2016-10-09,,1,,1,0.24,0.0139,0,,,,,,,,,1,,,,,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
6563,"Santa Barbara County, CA, USA","California, USA","United States","34.42384, -119.72799",land,,2016-10-11,GROMSS,11,,11,5.04,0.3144,0,,,,1,,,,,1,,,,,,,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,51
6564,"Santa Barbara County, CA, USA","California, USA","United States","34.4238, -119.72795",land,,2016-10-11,GROMSS,10,,10,2.37,0.2245,0,,,,,,,,,3,1,,,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,13,,,,,13,47
6565,"Santa Barbara County, CA, USA","California, USA","United States","34.4246, -119.72815",land,,2016-10-11,GROMSS,11,,11,2.25,0.1852,0,,1,,,,,,,5,,,,1,,1,44,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,10,74
6930,"Santa Barbara County, CA, USA","California, USA","United States","34.40364, -119.74359",land,,2016-10-18,,1,,1,0.14,0.2575,0,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3
6932,"Santa Barbara County, CA, USA","California, USA","United States","34.40361, -119.74352",land,,2016-10-18,Gromss,18,,18,2.6,0.3818,0,,,,2,,,,,1,8,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,8,36
6934,"Santa Barbara County, CA, USA","California, USA","United States","34.40366, -119.74355",land,,2016-10-18,,20,,20,4.52,0.5122,0,,,,1,,,,,4,8,,,,1,1,3,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,26,,,,,2,50
7614,"Santa Barbara County, CA, USA","California, USA","United States","34.40361, -119.74352",land,,2016-10-18,Gromss,18,,18,2.6,0.3818,0,,,,2,,,,,1,8,,,,,,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,8,36
11265,"Santa Barbara County, CA, USA","California, USA","United States","34.46576, -120.06918",land,,2016-11-16,"Octonuats (school beach cleanup)",3,,3,6,0.0218,0,,2,,5,5,6,,,4,6,,,1,4,3,6,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,1,,,18,75
17847,"Santa Barbara County, CA, USA","California, USA","United States","34.40258102588, -119.69577670097",land,,2016-09-17,"CA Coastal Cleanup Day - Santa Barbara - Explore Ecology",451,,451,2245,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
18120,"Santa Barbara County, CA, USA","California, USA","United States","34.37521, -119.47949",land,,2016-06-26,,1,,1,0.06,0.0127,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
18121,"Santa Barbara County, CA, USA","California, USA","United States","34.37521, -119.47949",land,,2016-06-26,,1,,1,0.06,0.0127,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Totals:,,,,,,,,,,,,,,,,131,0,455,301,301,0,0,230,2467,0,16,156,104,244,635,251,135,97,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,331,0,0,0,840,0,105,0,0,1175
